"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"5988","GO:0038203",0.0130162400482168,0.996049233941627,14,22,"TORC2 signaling","BP"
"9489","GO:0062029",0.0130228988499365,0.998976286735158,6,7,"positive regulation of stress granule assembly","BP"
"368","GO:0001932",0.0131252769033589,0.990047604264581,158,384,"regulation of protein phosphorylation","BP"
"4931","GO:0033002",0.0131529895338497,0.990964561305974,90,206,"muscle cell proliferation","BP"
"8153","GO:0051236",0.0132408588252867,0.991311996389209,72,164,"establishment of RNA localization","BP"
"9336","GO:0061462",0.0132576256829045,0.993068869335949,35,69,"protein localization to lysosome","BP"
"5852","GO:0036344",0.013304968195938,0.995388339060247,16,27,"platelet morphogenesis","BP"
"4534","GO:0032273",0.0133129562438278,0.992404116408861,44,92,"positive regulation of protein polymerization","BP"
"2060","GO:0007519",0.0134092081774579,0.99102763081043,79,179,"skeletal muscle tissue development","BP"
"9182","GO:0061042",0.0134318011590515,0.996125112735462,12,20,"vascular wound healing","BP"
"4268","GO:0031109",0.0135453545310338,0.991238332763255,69,151,"microtubule polymerization or depolymerization","BP"
"659","GO:0002437",0.0136386943250043,0.992786742466902,34,72,"inflammatory response to antigenic stimulus","BP"
"4849","GO:0032872",0.013646146497177,0.994354976926113,20,38,"regulation of stress-activated MAPK cascade","BP"
"10001","GO:0071374",0.0136519423512239,0.99767471437166,8,11,"cellular response to parathyroid hormone stimulus","BP"
"19","GO:0000070",0.0136907253130997,0.990716530105598,84,190,"mitotic sister chromatid segregation","BP"
"1469","GO:0006432",0.01380196578159,1,4,4,"phenylalanyl-tRNA aminoacylation","BP"
"8707","GO:0060261",0.0138059813406605,0.992936881169145,31,65,"positive regulation of transcription initiation by RNA polymerase II","BP"
"3663","GO:0019886",0.0138833165227159,0.994811590057798,16,31,"antigen processing and presentation of exogenous peptide antigen via MHC class II","BP"
"11499","GO:0106049",0.0139559627283616,0.99715275531942,9,13,"regulation of cellular response to osmotic stress","BP"
"13360","GO:1904152",0.0140650567883951,0.997126048293581,9,13,"regulation of retrograde protein transport, ER to cytosol","BP"
"4078","GO:0030220",0.0141024517684395,0.995287519214999,15,25,"platelet formation","BP"
"134","GO:0000819",0.0141057785370081,0.990073024278709,100,231,"sister chromatid segregation","BP"
"4302","GO:0031268",0.0142018666691998,0.996480107102479,10,16,"pseudopodium organization","BP"
"139","GO:0000912",0.0142250737838231,0.998121567929796,7,9,"assembly of actomyosin apparatus involved in cytokinesis","BP"
"140","GO:0000915",0.0142250737838231,0.998121567929796,7,9,"actomyosin contractile ring assembly","BP"
"5885","GO:0036499",0.0142451869504785,0.995341814887328,14,24,"PERK-mediated unfolded protein response","BP"
"7112","GO:0045990",0.014269764964799,0.998850482763372,6,7,"carbon catabolite regulation of transcription","BP"
"7113","GO:0045991",0.014269764964799,0.998850482763372,6,7,"carbon catabolite activation of transcription","BP"
"6561","GO:0043555",0.014303701144675,0.995447472548444,14,23,"regulation of translation in response to stress","BP"
"7538","GO:0048144",0.0143202338684083,0.991370576555961,50,112,"fibroblast proliferation","BP"
"13400","GO:1904262",0.0143255837196968,0.992503192705645,34,68,"negative regulation of TORC1 signaling","BP"
"3661","GO:0019884",0.0143368148449569,0.993332687415301,24,50,"antigen processing and presentation of exogenous antigen","BP"
"7857","GO:0050000",0.0143473662914481,0.991129373021113,56,123,"chromosome localization","BP"
"13990","GO:1905634",0.0143571704881826,0.998099944448953,7,9,"regulation of protein localization to chromatin","BP"
"2929","GO:0014013",0.0144146086215177,0.991474274477985,48,103,"regulation of gliogenesis","BP"
"38","GO:0000212",0.0144205917840162,0.995404642930282,14,23,"meiotic spindle organization","BP"
"10500","GO:0072359",0.0144305761987354,0.987706490564828,458,1156,"circulatory system development","BP"
"5863","GO:0036415",0.0144861858344135,0.998237878802861,6,8,"regulation of tRNA stability","BP"
"5864","GO:0036416",0.0144861858344135,0.998237878802861,6,8,"tRNA stabilization","BP"
"12617","GO:1902370",0.0144861858344135,0.998237878802861,6,8,"regulation of tRNA catabolic process","BP"
"12618","GO:1902371",0.0144861858344135,0.998237878802861,6,8,"negative regulation of tRNA catabolic process","BP"
"12957","GO:1903326",0.0144861858344135,0.998237878802861,6,8,"regulation of tRNA metabolic process","BP"
"12958","GO:1903327",0.0144861858344135,0.998237878802861,6,8,"negative regulation of tRNA metabolic process","BP"
"6389","GO:0043124",0.0146019012665394,0.991519343530658,45,96,"negative regulation of canonical NF-kappaB signal transduction","BP"
"6340","GO:0042987",0.0146611379132968,0.992732972698801,29,58,"amyloid precursor protein catabolic process","BP"
"10087","GO:0071526",0.0146665700424089,0.993164754154146,26,49,"semaphorin-plexin signaling pathway","BP"
"8843","GO:0060438",0.0146906026190815,0.995864628108852,12,19,"trachea development","BP"
"7086","GO:0045943",0.0147379079623451,0.993987473296871,20,36,"positive regulation of transcription by RNA polymerase I","BP"
"9535","GO:0070085",0.0148215723791442,0.989830281365595,86,199,"glycosylation","BP"
"8199","GO:0051310",0.0148629904967604,0.991189585707694,48,103,"metaphase chromosome alignment","BP"
"5247","GO:0034260",0.0148730488521306,0.996504551981607,10,15,"negative regulation of GTPase activity","BP"
"11167","GO:0097529",0.0148747111349206,0.989549656616083,93,232,"myeloid leukocyte migration","BP"
"5165","GO:0034101",0.0150029188711656,0.990094731769294,71,164,"erythrocyte homeostasis","BP"
"11122","GO:0097352",0.0150305403765445,0.992314823356915,31,63,"autophagosome maturation","BP"
"4359","GO:0031503",0.0152248208829335,0.991084806867776,47,97,"protein-containing complex localization","BP"
"9858","GO:0070979",0.0152888199875177,0.993377866302261,21,41,"protein K11-linked ubiquitination","BP"
"7729","GO:0048661",0.0153009546512039,0.991500695200989,39,81,"positive regulation of smooth muscle cell proliferation","BP"
"14515","GO:2000394",0.0153850624237666,0.998735186141394,6,7,"positive regulation of lamellipodium morphogenesis","BP"
"10539","GO:0072539",0.0154186744701638,0.993362897153407,22,40,"T-helper 17 cell differentiation","BP"
"1835","GO:0007005",0.0155038606707603,0.988135400733123,154,405,"mitochondrion organization","BP"
"13631","GO:1904781",0.0155561676571059,0.998717274070927,6,7,"positive regulation of protein localization to centrosome","BP"
"3347","GO:0016447",0.0156366453177116,0.991975515735155,31,63,"somatic recombination of immunoglobulin gene segments","BP"
"11469","GO:0099637",0.0156377789824785,0.995424014709746,13,20,"neurotransmitter receptor transport","BP"
"8344","GO:0051668",0.015665666929111,0.987174967152889,282,713,"localization within membrane","BP"
"4076","GO:0030218",0.0158891091986647,0.989622858589485,67,153,"erythrocyte differentiation","BP"
"890","GO:0002820",0.0160257064245663,0.991326330400966,35,74,"negative regulation of adaptive immune response","BP"
"287","GO:0001794",0.0160316711961105,0.997356042475585,7,10,"type IIa hypersensitivity","BP"
"667","GO:0002445",0.0160316711961105,0.997356042475585,7,10,"type II hypersensitivity","BP"
"512","GO:0002200",0.0160974746320953,0.991090361566247,38,79,"somatic diversification of immune receptors","BP"
"6885","GO:0045597",0.016131423031846,0.986536558420139,344,871,"positive regulation of cell differentiation","BP"
"9897","GO:0071166",0.0162240641529792,0.997131021937496,8,11,"ribonucleoprotein complex localization","BP"
"4968","GO:0033081",0.0162899651602468,0.994071052171087,16,28,"regulation of T cell differentiation in thymus","BP"
"7777","GO:0048731",0.0163067643859783,0.985127890061094,1545,4101,"system development","BP"
"625","GO:0002377",0.016319550822833,0.990123315385075,49,110,"immunoglobulin production","BP"
"9045","GO:0060761",0.0163828269216456,0.990536706943801,42,92,"negative regulation of response to cytokine stimulus","BP"
"9775","GO:0070673",0.016420482077111,0.995443918393593,11,18,"response to interleukin-18","BP"
"9567","GO:0070164",0.0164623681982002,1,4,4,"negative regulation of adiponectin secretion","BP"
"579","GO:0002315",0.0165197340494709,0.997738801058613,7,9,"marginal zone B cell differentiation","BP"
"2805","GO:0010821",0.0165392642752516,0.989779431580788,52,120,"regulation of mitochondrion organization","BP"
"4827","GO:0032814",0.0167184142693517,0.992471925041488,22,44,"regulation of natural killer cell activation","BP"
"5404","GO:0035023",0.0167546156487724,0.99028257998684,45,91,"regulation of Rho protein signal transduction","BP"
"12426","GO:1901861",0.0167721726937202,0.992503875205022,22,43,"regulation of muscle tissue development","BP"
"1500","GO:0006486",0.0167952604006194,0.988561532396968,80,185,"protein glycosylation","BP"
"6503","GO:0043413",0.0167952604006194,0.988561532396968,80,185,"macromolecule glycosylation","BP"
"14698","GO:2000677",0.0168694973760796,0.995140169120324,12,19,"regulation of transcription regulatory region DNA binding","BP"
"3311","GO:0016202",0.0168952253994591,0.992596620504662,21,41,"regulation of striated muscle tissue development","BP"
"5591","GO:0035655",0.0172432017916246,0.995571040394439,10,16,"interleukin-18-mediated signaling pathway","BP"
"9984","GO:0071351",0.0172432017916246,0.995571040394439,10,16,"cellular response to interleukin-18","BP"
"10135","GO:0071630",0.0173008356276756,0.998531359978014,6,7,"nuclear protein quality control by the ubiquitin-proteasome system","BP"
"12115","GO:1900246",0.0173504813912356,0.996886160154892,8,11,"positive regulation of RIG-I signaling pathway","BP"
"3317","GO:0016239",0.0173894453847983,0.989685802771464,46,99,"positive regulation of macroautophagy","BP"
"4494","GO:0032204",0.0174177484460304,0.989359378070898,51,111,"regulation of telomere maintenance","BP"
"1861","GO:0007042",0.0174220821777476,0.994276357684151,13,23,"lysosomal lumen acidification","BP"
"14359","GO:2000144",0.0174874504107648,0.990517350250806,34,73,"positive regulation of DNA-templated transcription initiation","BP"
"8070","GO:0051052",0.0174965623343084,0.986179250151622,197,493,"regulation of DNA metabolic process","BP"
"4370","GO:0031570",0.0175152551684934,0.988953542526995,58,126,"DNA integrity checkpoint signaling","BP"
"4063","GO:0030200",0.017571197421966,0.997039360528765,7,10,"heparan sulfate proteoglycan catabolic process","BP"
"3237","GO:0015986",0.0176663156915604,0.990617128388204,28,75,"proton motive force-driven ATP synthesis","BP"
"7370","GO:0046626",0.0177200485714017,0.990389150460532,35,72,"regulation of insulin receptor signaling pathway","BP"
"10943","GO:0090481",0.0178335514803811,0.996984668248324,7,10,"pyrimidine nucleotide-sugar transmembrane transport","BP"
"370","GO:0001934",0.0179176836569602,0.987270927355424,97,230,"positive regulation of protein phosphorylation","BP"
"4519","GO:0032239",0.0179353082425392,0.994779317948049,12,19,"regulation of nucleobase-containing compound transport","BP"
"11828","GO:0141087",0.0179494211496805,0.992696858853453,19,34,"positive regulation of inflammasome-mediated signaling pathway","BP"
"137","GO:0000902",0.0179909203544785,0.984736931363744,412,1017,"cell morphogenesis","BP"
"840","GO:0002720",0.0180006733529432,0.989685842669513,40,87,"positive regulation of cytokine production involved in immune response","BP"
"4997","GO:0033151",0.0181108937049581,0.995125237461449,11,17,"V(D)J recombination","BP"
"8146","GO:0051225",0.0181226874331814,0.98837229162936,61,135,"spindle assembly","BP"
"14627","GO:2000563",0.0181244231005235,0.996923789958226,7,10,"positive regulation of CD4-positive, alpha-beta T cell proliferation","BP"
"3915","GO:0021932",0.0181558696306805,0.997457057332458,7,9,"hindbrain radial glia guided cell migration","BP"
"9015","GO:0060716",0.0184259926263573,0.994240745599006,13,21,"labyrinthine layer blood vessel development","BP"
