"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"624","GO:0002376",9.01406197320982e-26,1,1235,2971,"immune system process","BP"
"534","GO:0002250",4.04862219501885e-25,1,359,753,"adaptive immune response","BP"
"1812","GO:0006955",1.4332179487592e-23,1,909,2165,"immune response","BP"
"7658","GO:0048518",2.23327092994769e-18,1,2458,6196,"positive regulation of biological process","BP"
"2221","GO:0009057",3.62375584961706e-17,1,693,1536,"macromolecule catabolic process","BP"
"860","GO:0002757",4.71673500044427e-16,1,286,559,"immune response-activating signaling pathway","BP"
"6404","GO:0043170",1.34112001714755e-15,1,3293,8684,"macromolecule metabolic process","BP"
"804","GO:0002684",1.4539202448659e-15,1,527,1164,"positive regulation of immune system process","BP"
"6836","GO:0045321",1.55903093942106e-15,1,465,1002,"leukocyte activation","BP"
"276","GO:0001775",2.23043102466184e-15,1,527,1156,"cell activation","BP"
"7662","GO:0048522",2.29793470048824e-15,1,2293,5804,"positive regulation of cellular process","BP"
"537","GO:0002253",2.36029157757881e-15,1,309,622,"activation of immune response","BP"
"2136","GO:0008152",2.4839019712999e-15,1,3978,10724,"metabolic process","BP"
"3639","GO:0019724",2.82085616312755e-15,1,111,193,"B cell mediated immunity","BP"
"7389","GO:0046649",5.1748210747311e-15,1,396,834,"lymphocyte activation","BP"
"3259","GO:0016064",6.19163675501469e-15,1,109,190,"immunoglobulin mediated immune response","BP"
"678","GO:0002460",1.04295760070445e-14,1,198,385,"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"5807","GO:0036211",1.74505281078342e-14,1,910,2119,"protein modification process","BP"
"7690","GO:0048583",1.75410400941518e-14,1,1661,4110,"regulation of response to stimulus","BP"
"6643","GO:0044238",2.20793468845665e-14,1,3553,9495,"primary metabolic process","BP"
"3603","GO:0019538",2.42039609016545e-14,1,1647,4164,"protein metabolic process","BP"
"867","GO:0002764",3.06666581809367e-14,1,303,616,"immune response-regulating signaling pathway","BP"
"6502","GO:0043412",1.03469834715826e-13,1,970,2300,"macromolecule modification","BP"
"10222","GO:0071840",1.45589147839204e-13,1,2643,6803,"cellular component organization or biogenesis","BP"
"2529","GO:0009966",1.63057717922914e-13,1,1290,3109,"regulation of signal transduction","BP"
"4046","GO:0030163",1.68854653432569e-13,1,513,1133,"protein catabolic process","BP"
"7663","GO:0048523",1.97007061991531e-13,1,2053,5185,"negative regulation of cellular process","BP"
"5546","GO:0035556",4.57941256102434e-13,1,1277,3085,"intracellular signal transduction","BP"
"7917","GO:0050778",5.91514710702034e-13,1,379,822,"positive regulation of immune response","BP"
"3247","GO:0016043",7.76401413823731e-13,1,2565,6592,"cellular component organization","BP"
"2220","GO:0009056",9.13080367721481e-13,1,1111,2717,"catabolic process","BP"
"1791","GO:0006914",1.0909753935634e-12,1,300,610,"autophagy","BP"
"9462","GO:0061919",1.0909753935634e-12,1,300,610,"process utilizing autophagic mechanism","BP"
"671","GO:0002449",1.10010018348455e-12,1,184,372,"lymphocyte mediated immunity","BP"
"8304","GO:0051603",1.31084075415294e-12,1,411,889,"proteolysis involved in protein catabolic process","BP"
"7691","GO:0048584",2.19902563491658e-12,1,996,2407,"positive regulation of response to stimulus","BP"
"802","GO:0002682",3.34777351827093e-12,1,703,1665,"regulation of immune system process","BP"
"12666","GO:1902531",3.49818845663243e-12,1,866,2030,"regulation of intracellular signal transduction","BP"
"7659","GO:0048519",4.50980269669618e-12,1,2119,5412,"negative regulation of biological process","BP"
"2512","GO:0009894",4.83410682683395e-12,1,472,1040,"regulation of catabolic process","BP"
"7915","GO:0050776",7.43206411439695e-12,1,457,1034,"regulation of immune response","BP"
"7967","GO:0050865",8.94124615542062e-12,1,307,652,"regulation of cell activation","BP"
"7477","GO:0046907",9.3804305048793e-12,1,626,1432,"intracellular transport","BP"
"2511","GO:0009893",1.78247208625284e-11,1,1395,3472,"positive regulation of metabolic process","BP"
"2134","GO:0008104",2.16242829003615e-11,1,1033,2483,"intracellular protein localization","BP"
"814","GO:0002694",3.13149274331059e-11,1,280,593,"regulation of leukocyte activation","BP"
"8357","GO:0051707",3.19742422227959e-11,1,676,1671,"response to other organism","BP"
"7953","GO:0050851",3.26174036903843e-11,1,119,210,"antigen receptor-mediated signaling pathway","BP"
"5080","GO:0033554",3.3684389981188e-11,1,795,1889,"cellular response to stress","BP"
"10637","GO:0080134",3.87956368548741e-11,1,622,1459,"regulation of response to stress","BP"
"2135","GO:0008150",3.96532416566737e-11,1,6080,17317,"biological_process","BP"
"6412","GO:0043207",4.43629428608367e-11,1,676,1674,"response to external biotic stimulus","BP"
"3514","GO:0019222",4.97963526281171e-11,1,2384,6202,"regulation of metabolic process","BP"
"2622","GO:0010498",6.07339608722548e-11,1,307,650,"proteasomal protein catabolic process","BP"
"2442","GO:0009607",6.34506097092708e-11,1,691,1714,"response to biotic stimulus","BP"
"536","GO:0002252",7.19395586035573e-11,1,326,733,"immune effector process","BP"
"9913","GO:0071222",7.56474376445738e-11,1,118,214,"cellular response to lipopolysaccharide","BP"
"7955","GO:0050853",9.35327869265106e-11,1,53,75,"B cell receptor signaling pathway","BP"
"665","GO:0002443",1.14931228561457e-10,1,218,469,"leukocyte mediated immunity","BP"
"528","GO:0002237",1.16847504710148e-10,1,179,356,"response to molecule of bacterial origin","BP"
"9910","GO:0071219",1.2074972222469e-10,1,124,229,"cellular response to molecule of bacterial origin","BP"
"901","GO:0002831",1.3806445830879e-10,1,281,596,"regulation of response to biotic stimulus","BP"
"519","GO:0002221",1.42178507889632e-10,1,163,311,"pattern recognition receptor signaling pathway","BP"
"8100","GO:0051128",1.60702838298379e-10,1,1039,2497,"regulation of cellular component organization","BP"
"4656","GO:0032496",1.72073187098496e-10,1,169,334,"response to lipopolysaccharide","BP"
"4330","GO:0031349",2.16076811636022e-10,1,262,558,"positive regulation of defense response","BP"
"717","GO:0002521",2.25670277960667e-10,1,303,643,"leukocyte differentiation","BP"
"9907","GO:0071216",2.39958391987095e-10,1,136,256,"cellular response to biotic stimulus","BP"
"6056","GO:0042113",3.07905288725009e-10,1,151,288,"B cell activation","BP"
"8160","GO:0051249",3.09264811259052e-10,1,248,525,"regulation of lymphocyte activation","BP"
"517","GO:0002218",3.12434565042744e-10,1,177,347,"activation of innate immune response","BP"
"2667","GO:0010604",3.12505202788397e-10,1,1264,3144,"positive regulation of macromolecule metabolic process","BP"
"4481","GO:0032103",3.24273240586748e-10,1,311,682,"positive regulation of response to external stimulus","BP"
"4032","GO:0030097",3.44153231619182e-10,1,441,992,"hemopoiesis","BP"
"6055","GO:0042110",3.48476283468509e-10,1,280,600,"T cell activation","BP"
"12888","GO:1903131",3.71194982280306e-10,1,258,535,"mononuclear cell differentiation","BP"
"651","GO:0002429",3.7899010675152e-10,1,171,338,"immune response-activating cell surface receptor signaling pathway","BP"
"903","GO:0002833",4.34663804582835e-10,1,218,448,"positive regulation of response to biotic stimulus","BP"
"861","GO:0002758",4.78550653542058e-10,1,168,327,"innate immune response-activating signaling pathway","BP"
"1808","GO:0006950",4.80475209125812e-10,1,1564,4064,"response to stress","BP"
"2624","GO:0010506",5.54445182317277e-10,1,191,372,"regulation of autophagy","BP"
"4033","GO:0030098",6.30321944506658e-10,1,217,438,"lymphocyte differentiation","BP"
"6590","GO:0043632",7.35723514485806e-10,1,337,737,"modification-dependent macromolecule catabolic process","BP"
"8157","GO:0051246",8.06603152056227e-10,1,629,1495,"regulation of protein metabolic process","BP"
"6816","GO:0045184",8.1059780683868e-10,1,725,1737,"establishment of protein localization","BP"
"6787","GO:0045089",8.36790640076669e-10,1,204,415,"positive regulation of innate immune response","BP"
"1829","GO:0006996",9.12351414810039e-10,1,1422,3587,"organelle organization","BP"
"3069","GO:0015031",1.01014765155123e-09,1,615,1449,"protein transport","BP"
"3669","GO:0019941",1.05952572492448e-09,1,334,732,"modification-dependent protein catabolic process","BP"
"1515","GO:0006511",1.07719201553817e-09,1,330,721,"ubiquitin-dependent protein catabolic process","BP"
"870","GO:0002768",1.17735670407299e-09,1,182,368,"immune response-regulating cell surface receptor signaling pathway","BP"
"6786","GO:0045088",1.26422913354442e-09,1,238,500,"regulation of innate immune response","BP"
"1965","GO:0007249",1.33578479123451e-09,1,175,347,"canonical NF-kappaB signal transduction","BP"
"3997","GO:0023051",1.45254104367482e-09,1,1423,3552,"regulation of signaling","BP"
"1770","GO:0006886",1.54414277106488e-09,1,311,671,"intracellular protein transport","BP"
"2702","GO:0010646",1.65962848308299e-09,1,1424,3557,"regulation of cell communication","BP"
"6675","GO:0044419",1.71468594123344e-09,1,727,1833,"biological process involved in interspecies interaction between organisms","BP"
"8102","GO:0051130",1.86013150431086e-09,1,506,1147,"positive regulation of cellular component organization","BP"
"4953","GO:0033036",3.20702343186832e-09,1,1190,2960,"macromolecule localization","BP"
"2917","GO:0012501",4.04808580142441e-09,1,806,1984,"programmed cell death","BP"
"9763","GO:0070661",4.49401302522e-09,1,171,350,"leukocyte proliferation","BP"
"8330","GO:0051649",4.60175642172862e-09,1,825,1997,"establishment of localization in cell","BP"
"1821","GO:0006974",4.60587230649663e-09,1,410,928,"DNA damage response","BP"
"2152","GO:0008219",4.77313008033871e-09,1,807,1988,"cell death","BP"
"11833","GO:0141124",7.11816910033862e-09,1,818,1971,"intracellular signaling cassette","BP"
"2441","GO:0009605",7.68539226198012e-09,1,974,2501,"response to external stimulus","BP"
"8704","GO:0060255",8.44024457386954e-09,1,2166,5663,"regulation of macromolecule metabolic process","BP"
"10633","GO:0080090",9.93525908722976e-09,1,1973,5122,"regulation of primary metabolic process","BP"
"1916","GO:0007166",1.03462274151657e-08,1,1147,2879,"cell surface receptor signaling pathway","BP"
"7925","GO:0050794",1.09023475989059e-08,1,4101,11228,"regulation of cellular process","BP"
"816","GO:0002696",1.1306052028315e-08,1,181,375,"positive regulation of leukocyte activation","BP"
"4901","GO:0032943",1.18068687878816e-08,1,155,315,"mononuclear cell proliferation","BP"
"6601","GO:0043687",1.21179278045116e-08,1,442,1018,"post-translational protein modification","BP"
"6387","GO:0043122",1.21768156781425e-08,1,160,320,"regulation of canonical NF-kappaB signal transduction","BP"
"10183","GO:0071705",1.36708125836712e-08,1,786,1924,"nitrogen compound transport","BP"
"10638","GO:0080135",1.9987341359413e-08,1,249,538,"regulation of cellular response to stress","BP"
"7969","GO:0050867",2.02125000999668e-08,1,188,394,"positive regulation of cell activation","BP"
"6628","GO:0044085",2.04611008619707e-08,1,1347,3434,"cellular component biogenesis","BP"
"7990","GO:0050896",2.22145199966925e-08,1,3290,9076,"response to stimulus","BP"
"8323","GO:0051641",2.28581864212704e-08,1,1009,2498,"cellular localization","BP"
"7390","GO:0046651",2.53616011941099e-08,1,151,308,"lymphocyte proliferation","BP"
"6401","GO:0043161",2.69861076291548e-08,1,240,516,"proteasome-mediated ubiquitin-dependent protein catabolic process","BP"
"2223","GO:0009059",2.70182566486914e-08,1,2488,6655,"macromolecule biosynthetic process","BP"
"2155","GO:0008283",2.73544207511528e-08,1,804,1982,"cell population proliferation","BP"
"7921","GO:0050789",2.98673593100969e-08,1,4240,11650,"regulation of biological process","BP"
"4155","GO:0030522",3.29012943543921e-08,1,211,437,"intracellular receptor signaling pathway","BP"
"3307","GO:0016192",3.6596362773848e-08,1,662,1584,"vesicle-mediated transport","BP"
"2510","GO:0009892",3.86651148107677e-08,1,1129,2842,"negative regulation of metabolic process","BP"
"11222","GO:0098542",4.24369783907757e-08,1,475,1189,"defense response to other organism","BP"
"3982","GO:0022607",4.71168505457456e-08,1,1254,3175,"cellular component assembly","BP"
"1309","GO:0006139",5.10804393066969e-08,1,2103,5559,"nucleobase-containing compound metabolic process","BP"
"6629","GO:0044087",5.24710659406112e-08,1,462,1048,"regulation of cellular component biogenesis","BP"
"4620","GO:0032446",5.42507527315067e-08,1,372,849,"protein modification by small protein conjugation","BP"
"9524","GO:0065007",5.51651958042812e-08,1,4373,12045,"biological regulation","BP"
"8162","GO:0051251",5.83748000788086e-08,1,165,342,"positive regulation of lymphocyte activation","BP"
"5045","GO:0033365",6.04680504877521e-08,1,410,935,"protein localization to organelle","BP"
"1792","GO:0006915",6.3191529821508e-08,1,769,1914,"apoptotic process","BP"
"12360","GO:1901652",6.69432848693366e-08,1,417,982,"response to peptide","BP"
"3315","GO:0016236",7.33315475872844e-08,1,191,397,"macroautophagy","BP"
"4406","GO:0031663",8.03288525153193e-08,0.999999980501398,43,64,"lipopolysaccharide-mediated signaling pathway","BP"
"6631","GO:0044089",8.39959238588857e-08,1,251,532,"positive regulation of cellular component biogenesis","BP"
"857","GO:0002753",8.54369003697138e-08,1,113,214,"cytoplasmic pattern recognition receptor signaling pathway","BP"
"5164","GO:0034097",8.97154709114127e-08,1,411,969,"response to cytokine","BP"
"12667","GO:1902532",9.4676444544711e-08,1,342,768,"negative regulation of intracellular signal transduction","BP"
"2222","GO:0009058",9.82701464194119e-08,1,2834,7688,"biosynthetic process","BP"
"2668","GO:0010605",1.04279042015358e-07,1,1042,2620,"negative regulation of macromolecule metabolic process","BP"
"8135","GO:0051179",1.05225272936034e-07,1,2030,5328,"localization","BP"
"1809","GO:0006952",1.07238897022371e-07,1,752,1940,"defense response","BP"
"10878","GO:0090304",1.17914572038652e-07,1,1902,4985,"nucleic acid metabolic process","BP"
"9758","GO:0070647",1.20649695315483e-07,1,413,958,"protein modification by small protein conjugation or removal","BP"
"2509","GO:0009891",1.24077396021643e-07,1,1072,2702,"positive regulation of biosynthetic process","BP"
"2530","GO:0009967",1.3397534973959e-07,1,671,1626,"positive regulation of signal transduction","BP"
"8165","GO:0051254",1.42150506362048e-07,1,752,1825,"positive regulation of RNA metabolic process","BP"
"1513","GO:0006508",1.52204482795133e-07,1,633,1561,"proteolysis","BP"
"11756","GO:0140546",1.55512175122212e-07,1,465,1173,"defense response to symbiont","BP"
"7692","GO:0048585",1.55756737272975e-07,1,729,1779,"negative regulation of response to stimulus","BP"
"4955","GO:0033043",1.59141123772291e-07,1,504,1179,"regulation of organelle organization","BP"
"7080","GO:0045935",1.70996324304301e-07,1,821,2012,"positive regulation of nucleobase-containing compound metabolic process","BP"
"6611","GO:0043933",1.96951303386842e-07,1,740,1854,"protein-containing complex organization","BP"
"12850","GO:1903039",1.97842294444047e-07,1,140,285,"positive regulation of leukocyte cell-cell adhesion","BP"
"4479","GO:0032101",2.01737142254351e-07,1,470,1130,"regulation of response to external stimulus","BP"
"2531","GO:0009968",2.20726424230534e-07,1,597,1428,"negative regulation of signal transduction","BP"
"7965","GO:0050863",2.21933762581511e-07,1,185,399,"regulation of T cell activation","BP"
"4328","GO:0031347",2.43019692085758e-07,1,369,869,"regulation of defense response","BP"
"6785","GO:0045087",2.96941715114071e-07,1,427,1059,"innate immune response","BP"
"4054","GO:0030183",4.37747356931597e-07,0.999999815343416,82,147,"B cell differentiation","BP"
"2514","GO:0009896",4.86608042274429e-07,1,255,562,"positive regulation of catabolic process","BP"
"7972","GO:0050870",5.38423385064604e-07,1,129,264,"positive regulation of T cell activation","BP"
"4317","GO:0031334",5.68513505924917e-07,1,109,211,"positive regulation of protein-containing complex assembly","BP"
"12715","GO:1902680",5.77812712369752e-07,0.999999746714171,696,1686,"positive regulation of RNA biosynthetic process","BP"
"12848","GO:1903037",5.92432484976523e-07,1,179,387,"regulation of leukocyte cell-cell adhesion","BP"
"7050","GO:0045893",8.08642936126251e-07,0.999999529896451,695,1684,"positive regulation of DNA-templated transcription","BP"
"6388","GO:0043123",9.15827697302188e-07,1,117,233,"positive regulation of canonical NF-kappaB signal transduction","BP"
"9978","GO:0071345",1.4380958084258e-06,0.999999205625569,371,880,"cellular response to cytokine stimulus","BP"
"6423","GO:0043254",1.45186370462561e-06,0.999999438014604,202,434,"regulation of protein-containing complex assembly","BP"
"1909","GO:0007159",1.61118656676693e-06,0.999999378057381,193,425,"leukocyte cell-cell adhesion","BP"
"4902","GO:0032944",1.74796084167018e-06,0.999999380619509,122,254,"regulation of mononuclear cell proliferation","BP"
"4808","GO:0032784",1.93644334573541e-06,0.999999270525979,60,103,"regulation of DNA-templated transcription elongation","BP"
"8363","GO:0051726",2.19192817612034e-06,0.999998619432898,450,1066,"regulation of cell cycle","BP"
"6078","GO:0042176",2.32509210616912e-06,0.999999113288146,175,377,"regulation of protein catabolic process","BP"
"11075","GO:0097193",2.36161158459596e-06,0.999999121396523,151,323,"intrinsic apoptotic signaling pathway","BP"
"7874","GO:0050670",2.37387554859723e-06,0.999999156896157,120,250,"regulation of lymphocyte proliferation","BP"
"4043","GO:0030155",2.75552418531933e-06,0.999998309444075,352,808,"regulation of cell adhesion","BP"
"2641","GO:0010557",2.77601336639388e-06,0.999997893442638,1020,2581,"positive regulation of macromolecule biosynthetic process","BP"
"1395","GO:0006303",2.82513500044969e-06,0.999999055622605,49,80,"double-strand break repair via nonhomologous end joining","BP"
"9765","GO:0070663",3.14136195154054e-06,0.999998855904918,131,279,"regulation of leukocyte proliferation","BP"
"2615","GO:0010467",3.26821117812321e-06,0.999997273710357,2328,6269,"gene expression","BP"
"6367","GO:0043067",3.54662732047142e-06,0.999997468408776,604,1499,"regulation of programmed cell death","BP"
"1811","GO:0006954",4.12976937875457e-06,0.999997281388278,375,911,"inflammatory response","BP"
"3513","GO:0019221",4.2658368149427e-06,0.999997498953565,238,551,"cytokine-mediated signaling pathway","BP"
"1413","GO:0006354",4.47041937867005e-06,0.99999799838117,76,141,"DNA-templated transcription elongation","BP"
"6062","GO:0042127",4.50411843721197e-06,0.999996677096169,664,1655,"regulation of cell population proliferation","BP"
"2448","GO:0009617",4.77915864375501e-06,0.999996928954507,298,748,"response to bacterium","BP"
"9514","GO:0062207",4.88887489521539e-06,0.999997542609157,98,191,"regulation of pattern recognition receptor signaling pathway","BP"
"5008","GO:0033209",4.96658523166656e-06,0.999997892453719,67,123,"tumor necrosis factor-mediated signaling pathway","BP"
"6773","GO:0045058",5.75776860962845e-06,0.999998259048003,41,64,"T cell selection","BP"
"3369","GO:0016567",5.98897055360531e-06,0.999995993710607,330,763,"protein ubiquitination","BP"
"4075","GO:0030217",6.38714045695139e-06,0.999996539486831,156,327,"T cell differentiation","BP"
"1864","GO:0007049",6.49179653668192e-06,0.999995119101642,670,1649,"cell cycle","BP"
"6017","GO:0040011",6.53555190944579e-06,0.99999521108238,515,1250,"locomotion","BP"
"4338","GO:0031399",6.73880505980865e-06,0.999995725296541,276,637,"regulation of protein modification process","BP"
"8158","GO:0051247",6.75210600682353e-06,0.999995443732889,343,813,"positive regulation of protein metabolic process","BP"
"283","GO:0001782",7.0575344273981e-06,0.999998620425276,26,36,"B cell homeostasis","BP"
"1425","GO:0006368",7.09972080453645e-06,0.999996903471937,69,127,"transcription elongation by RNA polymerase II","BP"
"5397","GO:0034976",7.31314035120952e-06,0.999996140786257,136,285,"response to endoplasmic reticulum stress","BP"
"14082","GO:1905897",7.48850416979172e-06,0.999997130663559,54,95,"regulation of response to endoplasmic reticulum stress","BP"
"11072","GO:0097190",7.65464020847e-06,0.999995154377538,266,623,"apoptotic signaling pathway","BP"
"5351","GO:0034612",8.60084337782355e-06,0.999995674398185,111,228,"response to tumor necrosis factor","BP"
"9521","GO:0065003",8.77333067674514e-06,0.999993264956689,651,1648,"protein-containing complex assembly","BP"
"522","GO:0002224",9.02882801007795e-06,0.999996701645346,50,85,"toll-like receptor signaling pathway","BP"
"3966","GO:0022402",9.08270035223683e-06,0.999993222467388,539,1304,"cell cycle process","BP"
"5732","GO:0035967",9.12692391693134e-06,0.999996049252362,66,122,"cellular response to topologically incorrect protein","BP"
"12523","GO:1902115",9.81439105016225e-06,0.99999500058764,119,235,"regulation of organelle assembly","BP"
"9225","GO:0061136",9.85173577250159e-06,0.999995161544058,101,205,"regulation of proteasomal protein catabolic process","BP"
"4599","GO:0032386",1.05665757739826e-05,0.99999444002251,130,271,"regulation of intracellular transport","BP"
"2704","GO:0010648",1.08776975308655e-05,0.999991676869901,627,1534,"negative regulation of cell communication","BP"
"2642","GO:0010558",1.08810700902744e-05,0.99999130062252,909,2297,"negative regulation of macromolecule biosynthetic process","BP"
"3972","GO:0022409",1.15040956857548e-05,0.999993369343815,157,339,"positive regulation of cell-cell adhesion","BP"
"13754","GO:1905037",1.16092414348867e-05,0.999994450613598,81,153,"autophagosome organization","BP"
"4000","GO:0023057",1.23522282861694e-05,0.999990481710567,627,1534,"negative regulation of signaling","BP"
"6052","GO:0042100",1.40175263523711e-05,0.999994533544503,52,93,"B cell proliferation","BP"
"5240","GO:0034243",1.45695638722136e-05,0.99999430607689,53,93,"regulation of transcription elongation by RNA polymerase II","BP"
"7956","GO:0050854",1.53103115412179e-05,0.999994790769629,43,71,"regulation of antigen receptor-mediated signaling pathway","BP"
"13074","GO:1903557",1.59415868021235e-05,0.999993248219428,60,110,"positive regulation of tumor necrosis factor superfamily cytokine production","BP"
"5366","GO:0034654",1.65289753566963e-05,0.999985918896712,1756,4658,"nucleobase-containing compound biosynthetic process","BP"
"3970","GO:0022407",1.70170553583264e-05,0.999988917696827,225,509,"regulation of cell-cell adhesion","BP"
"2447","GO:0009615",1.78773529423098e-05,0.999988865043933,190,431,"response to virus","BP"
"12","GO:0000045",1.79489242745068e-05,0.999991437002747,77,146,"autophagosome assembly","BP"
"2508","GO:0009890",1.89941317374871e-05,0.999984528410027,933,2371,"negative regulation of biosynthetic process","BP"
"10887","GO:0090316",1.90534069339561e-05,0.999992538496421,52,91,"positive regulation of intracellular protein transport","BP"
"7375","GO:0046631",1.9650971271383e-05,0.999989799516499,101,205,"alpha-beta T cell activation","BP"
"5731","GO:0035966",2.11894389254772e-05,0.999989286814602,85,170,"response to topologically incorrect protein","BP"
"7553","GO:0048193",2.25095740025158e-05,0.999986718173142,148,316,"Golgi vesicle transport","BP"
"6998","GO:0045785",2.32228168341964e-05,0.999984651048188,224,506,"positive regulation of cell adhesion","BP"
"7968","GO:0050866",2.32519517323674e-05,0.999987564310629,108,227,"negative regulation of cell activation","BP"
"9043","GO:0060759",2.49394146591575e-05,0.999986908935201,93,187,"regulation of response to cytokine stimulus","BP"
"3261","GO:0016070",2.59333885193005e-05,0.999977838111593,1687,4450,"RNA metabolic process","BP"
"4669","GO:0032527",2.63212161473351e-05,0.999992758724279,31,48,"protein exit from endoplasmic reticulum","BP"
"584","GO:0002320",2.6633975294267e-05,0.999996289324766,19,24,"lymphoid progenitor cell differentiation","BP"
"11846","GO:0141187",2.71501848788952e-05,0.999976798044063,1652,4354,"nucleic acid biosynthetic process","BP"
"11362","GO:0099022",2.85129609763323e-05,0.999994358971717,23,32,"vesicle tethering","BP"
"5997","GO:0039531",3.00839495216136e-05,0.999985747408214,72,136,"regulation of cytoplasmic pattern recognition receptor signaling pathway","BP"
"3999","GO:0023056",3.23986856813526e-05,0.999974018465771,731,1831,"positive regulation of signaling","BP"
"9989","GO:0071356",3.32225907860294e-05,0.999982053750873,102,211,"cellular response to tumor necrosis factor","BP"
"12856","GO:1903050",3.3645914256827e-05,0.999981130913376,115,244,"regulation of proteolysis involved in protein catabolic process","BP"
"4045","GO:0030162",3.41337252799131e-05,0.999978533039877,172,392,"regulation of proteolysis","BP"
"2532","GO:0009987",3.85626128864085e-05,0.9999686377392,5854,16645,"cellular process","BP"
"803","GO:0002683",3.88113685092549e-05,0.999973591355198,236,551,"negative regulation of immune system process","BP"
"7079","GO:0045934",3.91842013714631e-05,0.999968857851165,651,1619,"negative regulation of nucleobase-containing compound metabolic process","BP"
"7954","GO:0050852",3.98787097472215e-05,0.999980185535446,77,151,"T cell receptor signaling pathway","BP"
"8361","GO:0051716",4.30138883889443e-05,0.99996229854421,2726,7472,"cellular response to stimulus","BP"
"6334","GO:0042981",4.3616242538219e-05,0.999965682524891,576,1451,"regulation of apoptotic process","BP"
"4797","GO:0032760",4.41823299046779e-05,0.999980749742784,57,106,"positive regulation of tumor necrosis factor production","BP"
"4804","GO:0032774",4.5201005499332e-05,0.999961224751511,1609,4248,"RNA biosynthetic process","BP"
"6470","GO:0043368",4.66528115456451e-05,0.999986151319077,33,51,"positive T cell selection","BP"
"2616","GO:0010468",4.75327442257077e-05,0.999958907348498,1845,4889,"regulation of gene expression","BP"
"8307","GO:0051607",5.00078383113363e-05,0.999969330891587,148,330,"defense response to virus","BP"
"305","GO:0001817",5.05793181114551e-05,0.999963058518704,330,801,"regulation of cytokine production","BP"
"3319","GO:0016241",5.09630759687456e-05,0.999972137253633,98,197,"regulation of macroautophagy","BP"
"307","GO:0001819",5.17648787822164e-05,0.999964853039919,219,515,"positive regulation of cytokine production","BP"
"12668","GO:1902533",5.19576243881455e-05,0.99996001774987,474,1158,"positive regulation of intracellular signal transduction","BP"
"2215","GO:0008654",5.42479225010019e-05,0.999968561481353,120,252,"phospholipid biosynthetic process","BP"
"4857","GO:0032880",5.61889711532534e-05,0.999958038419931,382,914,"regulation of protein localization","BP"
"2507","GO:0009889",5.72336957483142e-05,0.999950289549388,1945,5176,"regulation of biosynthetic process","BP"
"9526","GO:0065009",5.86559357214229e-05,0.999956266020571,374,900,"regulation of molecular function","BP"
"2739","GO:0010720",6.19809795697349e-05,0.999958910539501,200,443,"positive regulation of cell development","BP"
"4236","GO:0030970",6.39408660124766e-05,0.999987832381546,20,28,"retrograde protein transport, ER to cytosol","BP"
"13045","GO:1903513",6.39408660124766e-05,0.999987832381546,20,28,"endoplasmic reticulum to cytosol transport","BP"
"2703","GO:0010647",6.51831278885892e-05,0.99994716247309,727,1830,"positive regulation of cell communication","BP"
"304","GO:0001816",6.57171898256908e-05,0.999951645065592,332,808,"cytokine production","BP"
"7957","GO:0050855",7.15101254002715e-05,0.99998960100019,17,22,"regulation of B cell receptor signaling pathway","BP"
"1855","GO:0007033",7.19414793608199e-05,0.999957476816173,125,265,"vacuole organization","BP"
"7041","GO:0045862",7.4222913679918e-05,0.999958723311996,99,208,"positive regulation of proteolysis","BP"
"6901","GO:0045619",7.52452480348956e-05,0.999957237599918,107,225,"regulation of lymphocyte differentiation","BP"
"10184","GO:0071706",7.70957082175917e-05,0.99995870661145,86,177,"tumor necrosis factor superfamily cytokine production","BP"
"13072","GO:1903555",7.70957082175917e-05,0.99995870661145,86,177,"regulation of tumor necrosis factor superfamily cytokine production","BP"
"1437","GO:0006396",7.91010700034477e-05,0.99994030550576,383,953,"RNA processing","BP"
"2157","GO:0008285",7.97259729545609e-05,0.999942250350128,295,702,"negative regulation of cell population proliferation","BP"
"5000","GO:0033157",8.04421711096432e-05,0.999959146858571,75,149,"regulation of intracellular protein transport","BP"
"1800","GO:0006935",8.3364373021197e-05,0.999943881886921,196,466,"chemotaxis","BP"
"1915","GO:0007165",8.78241232276591e-05,0.99992296155692,2249,6136,"signal transduction","BP"
"7924","GO:0050793",9.00091196789944e-05,0.999924783752314,974,2474,"regulation of developmental process","BP"
"4616","GO:0032434",9.15036512863636e-05,0.999954746526914,69,136,"regulation of proteasomal ubiquitin-dependent protein catabolic process","BP"
"2640","GO:0010556",9.19887802275444e-05,0.999919888965595,1879,4996,"regulation of macromolecule biosynthetic process","BP"
"11965","GO:0160240",9.30676411986489e-05,0.999987897841461,16,20,"RNA polymerase II transcription initiation surveillance","BP"
"12429","GO:1901873",9.76967514449691e-05,0.999942750361125,111,243,"regulation of post-translational protein modification","BP"
"12039","GO:1900101",9.92169984709544e-05,0.999975511170459,24,36,"regulation of endoplasmic reticulum unfolded protein response","BP"
"4120","GO:0030334",0.000106968495366232,0.999918588203431,400,958,"regulation of cell migration","BP"
"12525","GO:1902117",0.000109056133664924,0.99995238265104,54,96,"positive regulation of organelle assembly","BP"
"11825","GO:0141084",0.000109640086200065,0.999958334467435,41,71,"inflammasome-mediated signaling pathway","BP"
