"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AASS",1122.95151601852,1.16105319896954,0.378189919091859,3.07002683138027,0.00214039541162779,0.0125043492858032
"AATF",834.027531448855,-0.345414201365399,0.319585775081899,-1.08081844780758,0.279777880712586,0.446478285919004
"AATK",267.092394070238,-0.757637871152489,0.440911812057317,-1.7183433295137,0.085734010448418,0.198727090715067
"ABAT",431.165884289061,0.588099954899517,0.360161049261089,1.63288050194786,0.102494131680958,0.224673536893868
"ABCA1",6231.01180841466,1.02156649880605,0.533307288883296,1.91553072703194,0.0554248543924666,0.147231038067065
"ABCA10",337.548873744709,0.483692886733824,0.778607381723258,0.621228231439686,0.534449466769496,0.684857928937686
"ABCA11P",40.5386294164678,0.341114117722027,0.918527444838637,0.371370632024994,0.710361496316126,0.818585165804033
"ABCA12",16.8278675758031,-0.257510976410449,1.18005627789871,-0.218219233466551,0.827258300036244,0.896175761015143
"ABCA13",75.4465349778687,0.498695783203637,0.796789745745557,0.625881276543045,0.531392816306191,0.682508296815358
"ABCA17P",31.2050094267109,-1.12716204473822,1.01057498612512,-1.11536705362175,0.264693161889899,0.430623119690167
"ABCA2",760.266976418694,-2.71865482498983,0.509119705966117,-5.33991278108329,9.2991308327241e-08,2.96664591477897e-06
"ABCA3",504.955404045461,-2.69977995027637,0.624461084146684,-4.32337581767097,1.53659646670963e-05,0.000233700968342665
"ABCA4",15.1133452138087,-1.89357887755394,1.59596655057246,-1.18647779734151,NA,NA
"ABCA5",984.957091741488,1.57840614301151,0.766378797786499,2.05956394875532,0.0394402456738912,0.115409312957399
"ABCA6",2251.26809950074,1.11160192315103,0.432602855992783,2.56956676950274,0.0101825767107341,0.0418786006013741
"ABCA7",322.500166551538,-2.54812787103621,0.479524879027876,-5.31385957742575,1.07327337034912e-07,3.38607559040997e-06
"ABCA8",1649.14756608166,0.275211973470872,0.637168348006619,0.431929762882717,0.665792462308175,0.786913805925472
"ABCA9",887.995329456126,0.79950888037676,0.441010874871338,1.81290060162351,0.0698471534411915,0.172705370534808
"ABCB1",125.055990645051,2.15007124376007,0.687824397247536,3.12590139629244,0.00177260976122371,0.0107657831340358
"ABCB10",331.582566173385,0.637625775117832,0.362251674686576,1.760173436519,0.0783784044288209,0.18677015848783
"ABCB10P1",0,NA,NA,NA,NA,NA
"ABCB10P3",0,NA,NA,NA,NA,NA
"ABCB10P4",0,NA,NA,NA,NA,NA
"ABCB11",28.8392212275074,-1.18862709233484,0.671986556361493,-1.76882570206572,0.0769229661552063,0.184502228096795
"ABCB4",141.192907420613,0.880713731477602,0.675197458017311,1.30437951301502,0.192104216827369,0.346232123232478
"ABCB5",48.9471516807252,-0.403980247729091,0.46473083952181,-0.869277898890401,0.384695148368219,0.55398212937411
"ABCB6",55.6970347548657,0.84992191257087,1.00786434627097,0.843289988097626,NA,NA
"ABCB7",469.010491939348,0.816524636406468,0.40321189220893,2.02505097737389,0.0428621299633871,0.122316875531698
"ABCB8",219.609125883705,-0.430411082653443,0.809031287731862,-0.532007957146022,0.594720484400301,0.733444569727086
"ABCB9",217.237532572489,-0.698225764889157,0.291684154093808,-2.39377338497655,0.0166760484890274,0.0610516948006505
"ABCC1",1215.18242826938,0.637644591659181,0.404765957436579,1.57534145336096,0.115177650434731,0.243044467352959
"ABCC10",292.362462379383,-0.582681596615134,0.60265683936798,-0.966854698315886,0.333616675902588,0.501847069092547
"ABCC11",30.2206752988314,-0.210621879912082,0.493211140689074,-0.427042016159283,0.669348724956156,0.789832218974259
"ABCC12",27.2090207724582,1.20379916547634,0.830464510434463,1.44954919849201,0.147184271329487,0.288293589802732
"ABCC13",47.9931533789674,-0.238843536031735,0.98415462515157,-0.242689034759097,0.808246302545064,0.884696037903273
"ABCC2",104.663955974142,0.296885284352901,0.638850360015354,0.464718035606594,0.642133390913028,0.769073252010699
"ABCC3",655.076204669918,-1.22760461574587,0.821712679340955,-1.49395846822086,0.135186474871117,0.271804287834548
"ABCC4",588.77387164738,1.98181154855131,0.444829962614116,4.45521146306078,8.38105446706954e-06,0.000142951107800598
"ABCC5",964.531715776631,0.146992432146283,0.826189491173181,0.177916124226605,NA,NA
"ABCC6",189.180544421849,-1.22244253556171,0.412340860969168,-2.96464078939078,0.00303036544210467,0.0164013182817929
"ABCC6P1",3.63188894950565,1.49284453671155,2.47288435670965,0.603685543426661,0.546052727321146,0.694022579227299
"ABCC6P2",3.45921845179291,-1.62142964925907,2.69499125311517,-0.601645607340966,0.547410063539235,0.695255064456896
"ABCC8",207.410930349633,0.66470747912497,0.625074321788308,1.06340551188101,0.287598094247306,0.454319315575744
"ABCC9",5193.07328067363,-1.07851836734378,0.444418355719888,-2.42680877930154,0.0152322820004599,0.0570145430462118
"ABCD1",233.209866561523,-4.42922570866131,1.02728571596557,-4.31158113057005,1.62091277987448e-05,0.000243919848437111
"ABCD1P2",0.0545286604570287,-0.4291876519714,3.52403195371485,-0.121788808276546,0.903066277668431,NA
"ABCD1P3",0,NA,NA,NA,NA,NA
"ABCD1P4",0,NA,NA,NA,NA,NA
"ABCD1P5",0.0509467409566199,-1.67162581789946,3.51487690579999,-0.475585877599602,0.634369438504774,NA
"ABCD2",211.51336981268,3.01260361867962,0.642794338212459,4.68673017104871,2.77604578171073e-06,5.54625018452207e-05
"ABCD3",616.104612955904,0.826382300632633,0.465761271365785,1.77426151858735,0.0760199026113659,0.182959834072587
"ABCD4",618.118915785751,0.351941597409093,0.587463593192599,0.599086652325891,0.549115102064341,0.696666201327366
"ABCE1",870.111334307022,1.11065779623687,0.354264006779872,3.13511329116479,0.00171787754508572,0.0104812608235815
"ABCF1",620.719747350418,-1.95612809192511,0.466069935131735,-4.19706989117891,2.70390509276029e-05,0.000371080007793679
"ABCF2",305.931719517061,-0.331832211171578,0.420041959047886,-0.789997770517368,0.429529070363131,0.594955202082005
"ABCF2-H2BE1",68.2370704834817,0.856335024060437,0.790656006811397,1.08306901697227,NA,NA
"ABCF2P1",0.222181790448024,0.996462327123442,3.45642406408616,0.288292845046748,0.773122583598688,NA
"ABCF2P2",0,NA,NA,NA,NA,NA
"ABCF3",264.243615807367,-2.14026642939992,0.44594954471126,-4.79934659600491,1.59184108725566e-06,3.42391795456209e-05
"ABCG1",886.733409096482,0.210982438674756,0.391956931746123,0.538279646528646,0.590384000793583,0.729844788382619
"ABCG2",52.0600261941308,1.30376195981742,0.46396238750025,2.81005959737785,0.00495323269096954,0.0238527634781827
"ABCG4",1.52011474910187,3.50227176749809,2.98305154689514,1.1740567376864,0.240372300390651,NA
"ABCG5",20.7821164002423,0.215005316072107,0.935743336486401,0.229769540095712,0.818270854981808,0.890681437792459
"ABCG8",168.297096438499,-0.123687310092872,0.510953252934104,-0.242071675603606,0.808724625177628,0.884900173211389
"ABHD1",51.9167468442008,-1.36140183823149,0.607752116884095,-2.24006103871972,0.0250869604766714,0.082569974404812
"ABHD10",307.902870851111,0.484923639041499,0.436193318066351,1.11171725690611,0.26625973763994,0.432430798143094
"ABHD11",115.497335074044,-0.596233563632885,0.576542274032699,-1.03415411234714,0.301064122418533,0.468493637210748
"ABHD11-AS1",6.88920011823394,-2.03729618097257,1.77348156332332,-1.14875520733065,0.250656934197299,0.415552391366089
"ABHD12",597.437604560524,0.0644700972305158,0.422643073426997,0.152540290576066,0.878760814953189,0.92913415470101
"ABHD12B",175.47885193455,0.435612339828859,0.424291388812592,1.02668201927913,0.304570218714847,0.47233612747572
"ABHD13",465.598485705559,1.39020585614913,0.511168255744532,2.7196639081671,0.00653482989378817,0.0296941598113588
"ABHD14A",83.5890906743852,-1.58456168659468,0.588398022970492,-2.69300987551779,0.0070810171582325,0.0316552746209129
"ABHD14A-ACY1",11.2224717143902,-1.13152026779516,2.17214466889349,-0.52092306925927,NA,NA
"ABHD14B",223.488272789303,-2.6502075135042,0.461531974797782,-5.74219698356841,9.34560150921489e-09,4.23504428391445e-07
"ABHD15",243.66506125706,-2.71982859682107,0.814650290197322,-3.33864558762053,0.000841879010762433,0.00596101761207108
"ABHD16A",132.735337856435,-0.623414074128762,0.794222630237,-0.784936175821044,0.432490990390455,0.59751847161894
"ABHD16B",33.9379612385922,-2.50299378556534,0.751043600951868,-3.3326877193189,0.000860114244490797,0.00606000633247421
"ABHD17A",1129.01729736598,-2.83654122433334,0.407113200809418,-6.96745086794965,3.22735104270528e-12,3.4228804489628e-10
"ABHD17AP1",4.92330597715906,-3.17761744500535,1.83577162987114,-1.73094375863538,0.0834617959582176,0.1953221537102
"ABHD17AP3",0.665042940457317,2.24818565546664,3.42358405192198,0.656676050995307,0.511389236733681,NA
"ABHD17AP4",0,NA,NA,NA,NA,NA
"ABHD17AP5",0.282811173834916,1.27092285729191,3.4479557955303,0.36860184197821,0.712424522409813,NA
"ABHD17AP6",0,NA,NA,NA,NA,NA
"ABHD17AP7",0,NA,NA,NA,NA,NA
"ABHD17AP8",0,NA,NA,NA,NA,NA
"ABHD17AP9",0,NA,NA,NA,NA,NA
"ABHD17B",235.223122174285,1.18599201153337,0.521921227268941,2.27235825938583,0.023064880640093,0.0775532301994627
"ABHD17C",123.980590615037,2.64449187571356,1.05527622264057,2.50597125091701,0.0122115548405128,0.0479964896441917
"ABHD18",508.778961865523,0.337993288359833,0.383845221374871,0.880545776105264,0.378563718390315,0.547922153861856
"ABHD2",4355.07682822157,0.709927113814286,0.373917185687633,1.89862124820161,0.0576142926192333,0.151413125152879
"ABHD3",284.836071480353,1.95831437270068,0.531481460788083,3.68463345795144,0.000229031996660455,0.00212008773510344
"ABHD4",243.325395707631,-0.854511158108078,0.588753443857811,-1.4513905048417,0.146671152230832,0.287615667223698
"ABHD5",455.228614427311,2.21217489369866,0.460922667598143,4.79944912500452,1.59102644017882e-06,3.42391795456209e-05
"ABHD6",152.928982509411,-0.0125298162648003,0.374036375042083,-0.0334989244385405,0.973276723525655,0.985034495222478
"ABHD8",55.1778281283046,-2.21722755948338,0.907187086711707,-2.44406869537814,0.0145226609911967,0.054904690463305
"ABI1",1366.06823707636,1.30061113205898,0.320740246366941,4.05502941021945,5.01279953213936e-05,0.000622742740631318
"ABI1P1",2.55631501869186,3.27127277684341,1.88233205116804,1.73788294940497,0.0822314406463809,NA
"ABI2",2516.22521073385,0.432382260854339,0.369227523777476,1.17104558303439,0.241580455251873,0.40580224913792
"ABI3",186.993039406176,-1.56516825133096,0.478153807579084,-3.27335728906037,0.00106278043379786,0.00719795484697539
"ABI3BP",9787.26114165513,0.392542321410175,0.427084995937579,0.919119906210769,0.358032858314064,0.527316971629792
"ABITRAM",93.9037187940507,0.763942262871842,0.993272043691475,0.769116847417416,0.441823947630583,0.605341008163691
"ABITRAMP1",0.107508975723603,-0.950287171687777,3.51487684005968,-0.270361442215324,0.786882200528807,NA
"ABL1",1932.5782947971,-0.134997294719614,0.363963106896286,-0.37090928218195,0.710705101349742,0.818783351652246
"ABL2",1957.97957591421,0.656779474191262,0.2329628518766,2.81924551017755,0.00481366847040247,0.0233588914358181
"ABLIM1",3770.44146200339,0.00448627955966749,0.476408991402312,0.00941686584558805,0.992486539176466,0.995832785056338
"ABLIM2",83.6301152131331,-0.864047629238647,0.713267110067916,-1.21139418465037,0.225744367085259,0.387392799321197
"ABLIM3",749.456495442388,-1.22909604511618,0.614524296090626,-2.00007721897284,0.0454919262862511,0.127521934236126
"ABO",169.373925634897,0.346347923594027,0.580866750290598,0.596260542406249,0.551001186114075,0.698348121658311
"ABR",3452.60749918749,-1.16122655267134,0.307499055038701,-3.77635811767029,0.000159138141427364,0.00158099422118596
"ABRA",29.7953918347538,0.362333278601286,0.924671197656669,0.391850940658174,0.695168353589587,0.808785260953598
"ABRACL",264.927117851208,1.06108408146693,0.612462609022565,1.73248793613757,0.0831867231982329,0.194903286558342
"ABRAXAS1",502.422440407549,0.0358129215020018,0.335240331089366,0.106827604499815,0.914925747559162,0.95226318674756
"ABRAXAS2",304.454726392357,1.25189912100537,0.580655856789109,2.15600877243895,0.0310829801677905,0.0969895996190259
"ABT1",170.712628286537,0.850159181272134,0.969280739905191,0.877103140783847,0.380430618911532,0.549803132127606
"ABT1P1",3.79031453279972,1.1551780289041,1.86575604305999,0.619147413833119,0.535819250635321,0.685595618862457
"ABTB1",543.831945896151,-0.709355556527425,0.460444969468737,-1.54058704853673,0.123417322036136,0.254935464385493
"ABTB2",196.392178387924,-1.66465636173166,0.442807432186548,-3.75932344566061,0.000170373459275019,0.00166932501448874
"ACAA1",513.886307810988,0.496513701958351,0.463332744646348,1.07161366792094,0.283893591731964,0.450885512128503
"ACAA2",409.491550764773,-0.405879462185173,0.244285291805077,-1.66149774792433,0.0966135208494245,0.215647262086273
"ACACA",1165.62806292228,0.597173841548382,0.382271452563002,1.56217221438988,0.118247424399605,0.247566398863587
"ACACB",1343.89604089028,0.0726731097886714,0.651127669301174,0.111611152796913,0.911131728626534,0.949714056242252
"ACAD10",303.618663277024,0.15434771638902,0.51990459957458,0.296876997270879,0.766560418392111,0.856847638878815
"ACAD11",593.766431119811,1.02860239227508,0.709312431392384,1.45014008884059,NA,NA
"ACAD8",227.418408180046,0.874733437171042,0.785256430573112,1.11394622586233,0.265302256656277,0.431300899177976
"ACAD9",806.592688693403,0.239749174042232,0.42747745150897,0.560846363231399,0.574902277322782,0.718006671314686
"ACADL",291.500058227697,-1.015760815195,0.434137694645486,-2.33972038761679,0.019298181883048,0.0680796971985305
"ACADM",1043.2905929672,-0.389613981996527,0.44802600165338,-0.869623594520651,0.384506139288978,0.55382994374651
"ACADS",135.002515313537,-1.09858686943898,0.75502456860569,-1.45503459770553,0.145659683598545,0.28608995054913
"ACADSB",933.301283281986,-0.0667082897930653,0.284400501115276,-0.234557567695799,0.81455214682665,0.888865764862991
"ACADVL",1642.91080017604,-1.4788626604418,0.297569777441115,-4.9698012787419,6.70215557715283e-07,1.61473879288686e-05
"ACAN",212.982989347223,3.94577616753595,0.848747612883289,4.64893934032017,3.33646309554371e-06,6.54780882500454e-05
"ACAP1",209.934006104758,-0.344950073080233,0.383456843726549,-0.899579910291609,0.368343852304084,0.537770380447014
"ACAP2",2712.87135296288,1.52848845281603,0.318216186962584,4.80330201742927,1.56070202094206e-06,3.36783956661946e-05
"ACAP3",1139.38681200001,-3.25362482783472,0.606969873115055,-5.36043874984545,8.30200719975179e-08,2.71366756648936e-06
"ACAT1",700.343362470184,-0.665066167693465,0.399817711563617,-1.66342347639505,0.0962276970149629,0.215243782763221
"ACAT2",90.2123054890731,-0.382787237210204,0.616728817094878,-0.620673506085441,0.534814464736172,0.685016096687896
"ACBD3",1375.35929002508,-0.421311917196312,0.277027794905224,-1.52082904655993,0.128302743221738,0.26235549144685
"ACBD4",175.129528455175,-1.13826971574789,0.607972549248934,-1.87223866793667,0.0611735916661684,0.157895177246826
"ACBD5",825.046607782732,-0.0487586854546286,0.348305940786456,-0.139988095938112,0.888669395836768,0.936482167094198
"ACBD6",491.337826254923,0.441462074199949,0.410155449927309,1.07632868045076,0.2817802862063,0.448719521337546
"ACBD7",313.434791793111,-0.390758756706346,0.402202365836058,-0.971547633475692,0.331275645063087,0.499720463527984
"ACCS",347.900236899923,0.36635889777963,0.639553075127194,0.572835800542071,0.566755876487791,0.710547373069043
"ACCSL",0.850232270618209,2.66564837525382,3.4113926029173,0.78139595336352,0.434569650419593,NA
"ACD",101.225326067235,-1.853420334877,1.06020544891391,-1.7481709198681,0.0804344354765098,0.19039013099583
"ACE",215.377949515328,0.643901966496623,0.450202861284669,1.43024849877503,0.152645710334816,0.295983936435467
"ACE2",68.0901226283836,0.805843097314787,0.819845490845274,0.982920692146455,0.325646472938337,0.49422020276431
"ACE3P",0,NA,NA,NA,NA,NA
"ACER1",6.6130838438145,0.690548753230533,1.08779804021048,0.634813382359941,0.525550134254036,0.677634772820177
"ACER2",49.910338404989,0.197271457183031,0.646242393100284,0.305259232896562,0.760168722441201,0.852618785889357
"ACER2P1",0,NA,NA,NA,NA,NA
"ACER3",1661.095398895,0.652441507625911,0.304038475383892,2.14591757441919,0.0318795554077026,0.0988102681912301
"ACHE",10.8685419190539,2.13696031017876,2.15120005833999,0.993380556073332,0.32052453351149,0.489127404996602
"ACIN1",2443.85606491726,-0.546573787878442,0.222063215985101,-2.46134320559923,0.0138417884893716,0.0529327619274224
"ACKR1",314.023462789313,1.03746435577278,0.670161160462059,1.54808188982106,0.121602581744129,0.25247718229369
"ACKR2",196.555733694348,-1.15962313559065,0.36903961718838,-3.14227275766632,0.00167641786681255,0.0102849525681155
"ACKR3",1902.22152848652,0.570673772208232,0.441127416879349,1.29367105822923,0.195779066336803,0.350857343491777
"ACKR4",83.854801944202,0.183328124450981,0.659464945580704,0.277995253090439,0.781016002676795,0.867140345289488
"ACKR4P1",3.79922480994971,1.38268668963766,1.82835587613969,0.756245929844363,0.44950175973387,0.611824396705143
"ACLY",1105.06833335552,-0.42336188680162,0.37183881971199,-1.13856290510372,0.254885507745836,0.420177912331385
"ACMSD",23.0960731077822,0.739022620142884,1.04968043639386,0.704045340391184,0.481404538026757,0.63902037705316
"ACNATP",0,NA,NA,NA,NA,NA
"ACO1",1166.97597055468,1.33839194458431,0.427856134204689,3.1281354585979,0.00175919084702653,0.0106967500722949
"ACO2",988.208421125089,-0.00416684169730517,0.250251860510005,-0.016650592282564,0.986715363336056,0.992539482875473
"ACOD1",0,NA,NA,NA,NA,NA
"ACOT1",25.00060705222,1.62208751422568,0.838516579631402,1.93447279830618,0.0530550233938228,0.142680424505749
"ACOT11",1094.968870181,-0.328643862740637,0.37231888707547,-0.882694577549112,0.377401312669141,0.546875346897529
"ACOT12",1.92166896604349,1.32417872604149,2.66064622721905,0.49769064090326,0.618702105703565,NA
"ACOT13",303.993008399,0.382876409028622,0.316334595817674,1.21035262690427,0.226143611648794,0.38784426910935
"ACOT2",142.212188059954,-0.772769013679355,0.450614096452939,-1.71492418848477,0.0863591272418542,0.199709899570278
"ACOT4",19.3322655614099,0.325560482712885,0.968715053335801,0.336074557313637,0.73681464401609,0.836256843417983
"ACOT6",1.52609519164947,0.875596582115815,2.21317695310184,0.39562881806113,0.692378874375278,NA
"ACOT7",159.644933481899,-1.53634317872164,0.821369847693857,-1.87046454533874,NA,NA
"ACOT8",229.456197172151,-0.973809284067627,0.976752595117544,-0.996986636058476,0.318770996753759,0.487309277334447
"ACOT9",709.557342762615,-0.249963241430225,0.268551561582117,-0.930783049473323,0.351965799569847,0.521385295514352
"ACOX1",995.213188048035,-0.172715504155705,0.439746487602731,-0.392761531984622,0.694495619106556,0.808238379114319
"ACOX2",173.382655409874,0.184078277775934,0.525712231857628,0.350150265907804,0.726225928951889,0.828984505843683
"ACOX3",277.030499139169,-0.176038116265733,0.567595934977985,-0.310146893974075,0.756449252979113,0.849641823746651
"ACOXL",138.007059441638,0.17882027967441,0.485323746016162,0.368455656955336,0.712533503570149,0.819614949099181
"ACP1",544.94902708894,0.964496350954108,0.39743368978238,2.42681075044803,0.0152321992461201,0.0570145430462118
"ACP2",540.154286351324,-0.288949184229753,0.433312086151016,-0.66683850615939,0.504875293816319,0.659290620433792
"ACP3",275.727327634385,-0.438092507464338,0.513667509487636,-0.852871749473348,0.39373042959779,0.561920480692172
"ACP4",3.21073556079259,2.64100128720218,1.95666237778395,1.34974807978538,0.177096804221019,0.327631592963117
"ACP5",363.507086278943,-0.510712343561474,0.581521950953391,-0.878233990521207,0.379816749519705,0.549337456018671
"ACP6",266.728532984648,0.659043735088523,0.704364903453142,0.935656691379096,0.349449975684498,0.518892096006346
"ACP7",80.1049280722092,-1.57023113310806,0.656365733386969,-2.39231125763586,0.0167426369317276,0.061197330482441
"ACR",2.80320075729752,2.09672847785596,1.91935252695777,1.09241447228005,0.274650964676684,0.440858353702628
"ACRBP",25.1905273961478,-0.38679914769675,0.994899430630701,-0.388782158063499,0.697437300356248,0.810148693958824
"ACRP1",0.114428002363604,0.260273770200845,3.48830798668945,0.0746131853018675,0.940522483014311,NA
"ACRV1",0.305680445739719,-2.73649412886154,3.50310613949633,-0.781162208592113,0.434707097633547,NA
"ACSBG1",148.928868217155,1.13966878698387,0.832664910424673,1.36870038921494,0.171092948610342,0.319795537953339
"ACSBG2",20.2049090444992,2.84098960529806,1.04062565288706,2.73007838833894,0.00633192675093894,0.0289237772020553
"ACSF2",249.043731386238,-0.108569010483272,0.672635514163803,-0.161408382693324,0.871771764807388,0.92434231419806
"ACSF3",815.894221754946,0.0949751738519853,0.404670661212414,0.234697453893581,0.814443564046666,0.888865764862991
"ACSL1",2193.15727173401,1.83427011270398,0.614794479704067,2.98355006958896,0.00284925413326781,0.0156032074054455
"ACSL3",1298.17660500163,0.827306123912324,0.411604474377797,2.00995415602059,0.0444360411383898,0.125447988367969
"ACSL4",1797.68541422388,1.22407533054462,0.291565190772293,4.19829036279094,2.68937657774726e-05,0.00036956223007376
"ACSL5",501.716186566002,2.52147810366131,0.938283333550613,2.68733122874478,0.00720254902021157,0.0320848134302946
"ACSL6",131.37759434378,0.0316763609981451,0.487272310531072,0.0650075128702089,0.948168018504377,0.971606646158843
"ACSM1",8.15240592908916,2.90416549309766,1.83696398559895,1.58095940686107,0.11388731957075,0.241309078708224
"ACSM2A",316.166730252026,0.584509346295282,0.447442605326937,1.30633368243552,0.191439107540008,0.345533118968066
"ACSM2B",131.185460851453,0.584842718614648,0.509245929971031,1.14844848862693,0.250783466369185,0.415658481790123
"ACSM3",134.789503857321,1.70516921060523,0.75476867742674,2.25919445467547,0.0238712916241151,0.0796191289231085
"ACSM4",8.23144214150361,1.91943777064078,1.14125831207762,1.68186093396027,0.0925958095740716,0.209647657185995
"ACSM5",178.995175537276,-1.07702177407983,0.690373852983583,-1.56005585875722,0.118746681525391,0.248315687775015
"ACSM5P1",6.9569252982597,-2.20455586002974,1.47243633366264,-1.49721642262519,0.134336953511149,0.270532725589213
"ACSM6",71.8832740259829,0.145802864705862,0.751137425965127,0.19410943945247,0.84609019058799,0.907848275979007
"ACSS1",592.875732940784,0.135507700452814,0.546702271809263,0.247863796146965,0.80423979242478,0.882199329986119
"ACSS2",378.98573946455,0.784193740714507,0.398273134281332,1.96898478259035,0.0489548385766781,0.134524603966426
"ACSS3",505.755794490635,0.324230652027455,0.382769323859699,0.847065404191847,0.396958667025481,0.564869108215225
"ACTA1",10.6648609525862,-1.09374166617686,1.2671450231037,-0.863154292709047,0.3880526403567,0.556526044456033
"ACTA2",1717.37927416121,0.191251295656386,0.540039191004868,0.354143363744617,0.723231445622469,0.827338599785795
"ACTB",32740.3469828932,-0.247475452107674,0.312939430511265,-0.790809428212228,0.429055207289703,0.5946764506347
"ACTBL2",7.65925620985383,-2.88016940979721,2.39683042226021,-1.20165756536135,NA,NA
"ACTBP1",0.0572140011818021,-0.4291876519714,3.52403195371485,-0.121788808276546,0.903066277668431,NA
"ACTBP11",0.0509467409566199,-1.67162581789946,3.51487690579999,-0.475585877599602,0.634369438504774,NA
"ACTBP12",0,NA,NA,NA,NA,NA
"ACTBP14",0.114428002363604,0.260273770200845,3.48830798668945,0.0746131853018675,0.940522483014311,NA
"ACTBP15",0.549473546957261,0.611153479867628,3.42899658615842,0.178230996885394,0.858541567437471,NA
"ACTBP2",0,NA,NA,NA,NA,NA
"ACTBP4",28.0572238502127,5.3729070288966,1.04036023167718,5.16446790765429,2.41123840166618e-07,6.84867271949032e-06
"ACTBP6",0.452497878135866,1.81897183639432,3.43504482234974,0.529533653988846,0.596435304957595,NA
"ACTBP7",0,NA,NA,NA,NA,NA
"ACTBP8",0.0509467409566199,-1.67162581789946,3.51487690579999,-0.475585877599602,0.634369438504774,NA
"ACTBP9",0,NA,NA,NA,NA,NA
"ACTC1",3.5177748978356,1.68033618132326,1.73533820457068,0.968304724057502,0.332892206172036,0.501135349102621
"ACTE1P",42.9672414812276,-1.75275922757231,0.664965121282102,-2.63586641084702,0.00839227639954372,0.0361177636802293
"ACTG1",16723.7550266343,-0.634526107115561,0.364407209859976,-1.74125563366153,0.0816387792889122,0.192217804371488
"ACTG1P1",14.3651801950057,2.55268603794132,1.40719093617882,1.81402961908854,0.0696731658556572,0.172465953320416
"ACTG1P10",39.1400064098263,1.15644648743677,1.37787771379007,0.839295443901025,NA,NA
"ACTG1P11",0,NA,NA,NA,NA,NA
